2, 1018, 1
2, 15664, 0
11, 21031, 1
11, 13856, 0
20, 1018, 1
20, 371, 0
27, 21031, 1
27, 11597, 0
56, 19776, 1
56, 19484, 0
56, 15969, 1
56, 14088, 0
56, 1675, 1
56, 13969, 0
56, 5380, 1
56, 12432, 0
56, 9864, 1
56, 3053, 0
56, 20787, 1
56, 11225, 0
56, 16714, 1
56, 20517, 0
56, 16715, 1
56, 14589, 0
56, 19432, 1
56, 924, 0
56, 19923, 1
56, 13734, 0
56, 20788, 1
56, 18375, 0
56, 222, 1
56, 5917, 0
56, 20918, 1
56, 19879, 0
56, 16697, 1
56, 632, 0
56, 19450, 1
56, 5067, 0
56, 19102, 1
56, 8877, 0
59, 1046, 1
59, 1297, 0
63, 1598, 1
63, 18092, 0
65, 7632, 1
65, 4402, 0
65, 4220, 1
65, 19900, 0
75, 4906, 1
75, 9105, 0
75, 4930, 1
75, 15300, 0
82, 17302, 1
82, 15898, 0
82, 238, 1
82, 2433, 0
82, 20079, 1
82, 14427, 0
82, 438, 1
82, 5246, 0
82, 1501, 1
82, 4790, 0
82, 4095, 1
82, 9090, 0
83, 3681, 1
83, 4441, 0
85, 1782, 1
85, 4474, 0
85, 20622, 1
85, 2561, 0
85, 4367, 1
85, 11108, 0
88, 17278, 1
88, 1664, 0
97, 423, 1
97, 896, 0
98, 5136, 1
98, 6403, 0
98, 19917, 1
98, 13397, 0
98, 20070, 1
98, 11673, 0
98, 239, 1
98, 13083, 0
103, 2388, 1
103, 6717, 0
104, 327, 1
104, 14561, 0
104, 1897, 1
104, 11153, 0
104, 19402, 1
104, 611, 0
104, 7311, 1
104, 12288, 0
104, 9840, 1
104, 12445, 0
104, 20980, 1
104, 19083, 0
104, 19420, 1
104, 3578, 0
107, 15664, 1
107, 18491, 0
107, 1713, 1
107, 517, 0
107, 7284, 1
107, 16736, 0
107, 7286, 1
107, 4191, 0
113, 9828, 1
113, 18515, 0
113, 20549, 1
113, 19109, 0
113, 2726, 1
113, 19533, 0
113, 1768, 1
113, 9264, 0
113, 10699, 1
113, 2859, 0
113, 19694, 1
113, 11810, 0
113, 20271, 1
113, 4884, 0
113, 6670, 1
113, 13703, 0
113, 19670, 1
